Time,SumValue
"15/08/2022, 03:00",0.559427023
"15/08/2022, 03:15",0.559427023
"15/08/2022, 03:30",0.559427023
"15/08/2022, 03:45",0.559427023
"15/08/2022, 04:00",0.559427023
"15/08/2022, 04:15",0.559427023
"15/08/2022, 04:30",0.910705984
"15/08/2022, 04:45",1.216207981
"15/08/2022, 05:00",2.176409006
"15/08/2022, 05:15",0.554548979
"15/08/2022, 05:30",7.449738026
"15/08/2022, 05:45",2.481638908
"15/08/2022, 06:00",6.849435806
"15/08/2022, 06:15",4.741717815
"15/08/2022, 06:30",3.451591969
"15/08/2022, 06:45",0.353172004
"15/08/2022, 07:00",1.56734097
"15/08/2022, 07:15",1.88646102
"15/08/2022, 07:30",2.779936075
"15/08/2022, 07:45",4.346130848
"15/08/2022, 08:00",2.201777935
"15/08/2022, 08:15",2.241290092
"15/08/2022, 08:30",1.640280962
"15/08/2022, 08:45",6.257245064
"15/08/2022, 09:00",5.82989502
"15/08/2022, 09:15",3.220205069
"15/08/2022, 09:30",2.818952084
"15/08/2022, 09:45",2.008975029
"15/08/2022, 10:00",6.073057175
"15/08/2022, 10:15",3.104202986
"15/08/2022, 10:30",4.69563818
"15/08/2022, 10:45",1.580706
"15/08/2022, 11:00",4.469977856
"15/08/2022, 11:15",2.624353886
"15/08/2022, 11:30",5.508697987
"15/08/2022, 11:45",6.801711082
"15/08/2022, 12:00",3.978610992
"15/08/2022, 12:15",6.958188057
"15/08/2022, 12:30",4.64908886
"15/08/2022, 12:45",6.843435764
"15/08/2022, 13:00",0.723429978
"15/08/2022, 13:15",6.249361038
"15/08/2022, 13:30",2.813220978
"15/08/2022, 13:45",2.591752052
"15/08/2022, 14:00",5.489109039
"15/08/2022, 14:15",3.161227942
"15/08/2022, 14:30",3.76996398
"15/08/2022, 14:45",0.790610015
"15/08/2022, 15:00",-0.622731984
"15/08/2022, 15:15",4.029674053
"15/08/2022, 15:30",5.982387066
"15/08/2022, 15:45",6.489994049
"15/08/2022, 16:00",1.731755018
"15/08/2022, 16:15",3.512650967
"15/08/2022, 16:30",1.296906948
"15/08/2022, 16:45",1.836073041
"15/08/2022, 17:00",7.078419209
"15/08/2022, 17:15",4.245947838
"15/08/2022, 17:30",4.086379051
"15/08/2022, 17:45",6.2272439
"15/08/2022, 18:00",5.058335781
"15/08/2022, 18:15",3.183499098
"15/08/2022, 18:30",5.950749874
"15/08/2022, 18:45",6.019153118
"15/08/2022, 19:00",3.146161079
"15/08/2022, 19:15",4.68389082
"15/08/2022, 19:30",5.61635685
"15/08/2022, 19:45",2.721421003
"15/08/2022, 20:00",2.702673912
"15/08/2022, 20:15",3.140029907
"15/08/2022, 20:30",3.856987
"15/08/2022, 20:45",2.057609081
"15/08/2022, 21:00",2.089210033
"15/08/2022, 21:15",3.439460993
"15/08/2022, 21:30",3.346987963
"15/08/2022, 21:45",1.937448025
"15/08/2022, 22:00",2.941730022
"15/08/2022, 22:15",7.339838028
"15/08/2022, 22:30",6.423191071
"15/08/2022, 22:45",0.107864
"15/08/2022, 23:00",8.670151711
"15/08/2022, 23:15",3.061906099
"15/08/2022, 23:30",1.826112986
"15/08/2022, 23:45",1.885205984
"16/08/2022, 00:00",1.221951008
"16/08/2022, 00:15",6.732603073
"16/08/2022, 00:30",1.464512944
"16/08/2022, 00:45",1.136682034
"16/08/2022, 01:00",0.851309001
"16/08/2022, 01:15",1.119251013
"16/08/2022, 01:30",1.119251013
"16/08/2022, 01:45",1.024477005
"16/08/2022, 02:00",0.807623029
"16/08/2022, 02:15",0.927441001
"16/08/2022, 02:30",0.875325978
"16/08/2022, 02:45",1.015118957
"16/08/2022, 03:00",1.915050983
"16/08/2022, 03:15",1.424404025
"16/08/2022, 03:30",1.412230968
"16/08/2022, 03:45",1.513427019
"16/08/2022, 04:00",1.630874991
"16/08/2022, 04:15",1.730144978
"16/08/2022, 04:30",0.982740998
"16/08/2022, 04:45",1.708505034
"16/08/2022, 05:00",2.507561922
"16/08/2022, 05:15",1.480684996
"16/08/2022, 05:30",7.135719776
"16/08/2022, 05:45",4.340117931
"16/08/2022, 06:00",2.063117981
"16/08/2022, 06:15",2.363879919
"16/08/2022, 06:30",0.850490987
"16/08/2022, 06:45",3.449024916
"16/08/2022, 07:00",6.858910084
"16/08/2022, 07:15",1.272529006
"16/08/2022, 07:30",3.655288935
"16/08/2022, 07:45",3.32197094
"16/08/2022, 08:00",1.736418009
"16/08/2022, 08:15",3.466429949
"16/08/2022, 08:30",5.482460022
"16/08/2022, 08:45",5.482460022
"16/08/2022, 09:00",8.281505585
"16/08/2022, 09:15",2.461566925
"16/08/2022, 09:30",6.438961983
"16/08/2022, 09:45",7.959373951
"16/08/2022, 10:00",7.959373951
"16/08/2022, 10:15",2.330262899
"16/08/2022, 10:30",7.760640144
"16/08/2022, 10:45",4.852417946
"16/08/2022, 11:00",5.330103874
"16/08/2022, 11:15",1.348747969
"16/08/2022, 11:30",3.423017979
"16/08/2022, 11:45",1.788167
"16/08/2022, 12:00",1.788167
"16/08/2022, 12:15",4.456415176
"16/08/2022, 12:30",3.647286892
"16/08/2022, 12:45",6.176749229
"16/08/2022, 13:00",5.105065823
"16/08/2022, 13:15",2.768403053
