Time,actual,predicted,error,0-11,Nov-21,21-31,31-41,41-51,51 and more
"25/10/2022, 15:45",0.999354005,4.099473918,310.2123869,0,0,0,0,0,1
"25/10/2022, 16:00",-0.777511001,2.99129833,-484.7274606,0,0,0,0,0,1
"25/10/2022, 16:15",5.632112026,3.172966305,43.66294048,0,0,0,0,1,0
"25/10/2022, 16:30",1.996430993,4.340453938,117.410667,0,0,0,0,0,1
"25/10/2022, 16:45",4.029211998,2.939410409,27.04751175,0,0,1,0,0,0
"25/10/2022, 17:00",0.554297984,4.282775545,672.6485877,0,0,0,0,0,1
"25/10/2022, 17:15",-1.422958016,4.122902638,-389.7416924,0,0,0,0,0,1
"25/10/2022, 17:30",-2.783128977,3.956937968,-242.1758747,0,0,0,0,0,1
"25/10/2022, 17:45",5.91680479,3.725975555,37.02723535,0,0,0,1,0,0
"25/10/2022, 18:00",-1.601902962,3.444220525,-315.0080627,0,0,0,1,0,0
"25/10/2022, 18:15",1.698482037,3.666426444,115.8648937,0,0,0,0,0,1
"25/10/2022, 18:30",2.423860073,0.962135947,60.30563161,0,0,0,0,0,1
"25/10/2022, 18:45",1.83179605,2.131586349,16.36592125,0,1,0,0,0,0
"25/10/2022, 19:00",2.59275198,2.010680008,22.44996731,0,0,1,0,0,0
"25/10/2022, 19:15",-1.51623702,5.190029925,-442.2967423,0,0,1,0,0,0
"25/10/2022, 19:30",0.633478999,3.417436855,439.4712153,0,0,0,0,0,1
"25/10/2022, 19:45",-0.250165999,2.479277366,-1091.052891,0,0,0,0,0,1
"25/10/2022, 20:00",5.232503891,1.056228936,79.81408218,0,0,0,0,0,1
"25/10/2022, 20:15",4.241265774,4.853569341,14.43681201,0,1,0,0,0,0
"25/10/2022, 20:30",6.668310165,3.261873984,51.08394925,0,0,0,0,0,1
"25/10/2022, 20:45",6.196890831,2.207857066,64.37153524,0,0,0,0,0,1
"25/10/2022, 21:00",1.533838987,2.127980563,38.73558967,0,0,0,1,0,0
"25/10/2022, 21:15",5.860773087,2.556108681,56.38615174,0,0,0,0,0,1
"25/10/2022, 21:30",1.186946988,2.111457719,77.88980809,0,0,0,0,0,1
"25/10/2022, 21:45",0.183017999,2.181073278,1091.726109,0,0,0,0,0,1
"25/10/2022, 22:00",1.44014895,1.106462687,23.17026047,0,0,1,0,0,0
"25/10/2022, 22:15",5.956314087,3.373596558,43.36100298,0,0,0,0,1,0
"25/10/2022, 22:30",2.276642084,2.294934976,0.803503205,1,0,0,0,0,0
"25/10/2022, 22:45",1.521134019,1.471519071,3.261707889,1,0,0,0,0,0
"25/10/2022, 23:00",2.076739073,1.486809975,28.40651026,0,0,1,0,0,0
"25/10/2022, 23:15",-0.399581999,0.952792634,-338.4473366,0,0,1,0,0,0
"25/10/2022, 23:30",4.922409058,0.842089864,82.89272887,0,0,0,0,0,1
"25/10/2022, 23:45",1.560098052,2.963482076,89.95486034,0,0,0,0,0,1
"26/10/2022, 00:00",5.374811172,2.250405464,58.13052047,0,0,0,0,0,1
"26/10/2022, 00:15",2.602430105,0.674567231,74.07933342,0,0,0,0,0,1
"26/10/2022, 00:30",0.544761002,0.395268151,27.44191495,0,0,1,0,0,0
"26/10/2022, 00:45",0.262264013,0.217677551,17.0006024,0,1,0,0,0,0
"26/10/2022, 01:00",0.244591996,0.198860349,18.69711491,0,1,0,0,0,0
"26/10/2022, 01:15",0.340456009,0.176569601,48.13732274,0,0,0,0,1,0
"26/10/2022, 01:30",0.000298,0.189919999,63631.54336,0,0,0,0,0,1
"26/10/2022, 01:45",0.045095,0.102217451,126.6713631,0,0,0,0,0,1
"26/10/2022, 02:00",0.054680001,0.125113048,128.80952,0,0,0,0,0,1
"26/10/2022, 02:15",0.033608001,0.154911551,360.9365209,0,0,0,0,0,1
"26/10/2022, 02:30",0.085547,0.211560254,147.3029487,0,0,0,0,0,1
"26/10/2022, 02:45",0.105071001,0.190190395,81.0113093,0,0,0,0,0,1
"26/10/2022, 03:00",0.108842,0.155603198,42.96245709,0,0,0,0,1,0
"26/10/2022, 03:15",0.078185,0.121625449,55.56110437,0,0,0,0,0,1
"26/10/2022, 03:30",0.045107,0.151996448,236.9686471,0,0,0,0,0,1
"26/10/2022, 03:45",0.069675997,0.164615901,136.2591248,0,0,0,0,0,1
"26/10/2022, 04:00",0.113040999,0.246567751,118.1224101,0,0,0,0,0,1
"26/10/2022, 04:15",0.136897996,0.220746247,61.24870597,0,0,0,0,0,1
"26/10/2022, 04:30",0.002928,0.273080445,9226.517946,0,0,0,0,0,1
"26/10/2022, 04:45",0.217501,0.410930857,88.93285872,0,0,0,0,0,1
"26/10/2022, 05:00",0.287021995,0.728061289,153.6604516,0,0,0,0,0,1
"26/10/2022, 05:15",0.811693013,2.250337468,177.2399703,0,0,0,0,0,1
"26/10/2022, 05:30",0.784500003,0.198847061,74.65301968,0,0,0,0,0,1
"26/10/2022, 05:45",-0.755393982,1.384953099,-283.3418232,0,0,0,0,0,1
"26/10/2022, 06:00",0.263651013,1.700496125,544.9799323,0,0,0,0,0,1
"26/10/2022, 06:15",2.955317974,3.992777872,35.10484851,0,0,0,1,0,0
"26/10/2022, 06:30",2.094511986,0.713370308,65.94097754,0,0,0,0,0,1
"26/10/2022, 06:45",0.436268985,3.137579,619.1845187,0,0,0,0,0,1
"26/10/2022, 07:00",2.305299997,1.374745721,40.36586464,0,0,0,1,0,0
"26/10/2022, 07:15",1.492660046,2.041894376,36.7956744,0,0,0,1,0,0
"26/10/2022, 07:30",1.164878964,2.114656029,81.53439923,0,0,0,0,0,1
"26/10/2022, 07:45",-2.048970938,2.460146496,-220.0674177,0,0,0,0,0,1
"26/10/2022, 08:00",3.288275003,3.832426804,16.54824492,0,1,0,0,0,0
"26/10/2022, 08:15",0.085856996,2.406911743,2703.396176,0,0,0,0,0,1
"26/10/2022, 08:30",1.097952962,1.964063925,78.88415921,0,0,0,0,0,1
"26/10/2022, 08:45",3.653182983,0.87569927,76.02914298,0,0,0,0,0,1
"26/10/2022, 09:00",-0.219227001,2.210622504,-1108.371457,0,0,0,0,0,1
"26/10/2022, 09:15",2.498085976,2.422527987,3.024635258,1,0,0,0,0,0
"26/10/2022, 09:30",0.398171008,2.357091391,491.9796629,0,0,0,0,0,1
"26/10/2022, 09:45",6.836340904,4.249975228,37.83260244,0,0,0,1,0,0
"26/10/2022, 10:00",2.825177908,1.865029973,33.98539726,0,0,0,1,0,0
"26/10/2022, 10:15",1.107100964,2.131244415,92.50677981,0,0,0,0,0,1
"26/10/2022, 10:30",-0.543268979,2.285412365,-520.6778693,0,0,0,0,0,1
"26/10/2022, 10:45",1.236789942,1.470669934,18.9102437,0,1,0,0,0,0
"26/10/2022, 11:00",6.223450184,3.00880146,51.65380342,0,0,0,0,0,1
"26/10/2022, 11:15",0.382070005,3.21831481,742.3364221,0,0,0,0,0,1
"26/10/2022, 11:30",2.020219088,2.176320706,7.726964819,1,0,0,0,0,0
"26/10/2022, 11:45",-1.779247999,2.430971664,-236.6291639,1,0,0,0,0,0
"26/10/2022, 12:00",2.614094019,4.073541966,55.82997155,0,0,0,0,0,1
"26/10/2022, 12:15",-0.635590971,2.638278004,-515.0905416,0,0,0,0,0,1
"26/10/2022, 12:30",5.10037899,2.523745103,50.51847896,0,0,0,0,1,0
"26/10/2022, 12:45",6.968462944,5.25903523,24.5309149,0,0,1,0,0,0
"26/10/2022, 13:00",0.931226015,2.46003058,164.1711615,0,0,0,0,0,1
"26/10/2022, 13:15",4.146202087,1.76904875,57.3332724,0,0,0,0,0,1
"26/10/2022, 13:30",-0.420709997,4.063113258,-1065.775305,0,0,0,0,0,1
"26/10/2022, 13:45",1.342319012,0.448859775,66.56087182,0,0,0,0,0,1
"26/10/2022, 14:00",2.791146994,3.020860815,8.230086826,1,0,0,0,0,0
"26/10/2022, 14:15",3.495441914,1.630507034,53.35333631,0,0,0,0,0,1
"26/10/2022, 14:30",2.381143093,0.524786352,77.96073855,0,0,0,0,0,1
"26/10/2022, 14:45",2.036216021,4.705950479,131.1125357,0,0,0,0,0,1
"26/10/2022, 15:00",4.912558079,1.014456847,79.34972308,0,0,0,0,0,1
"26/10/2022, 15:15",1.372521043,1.617829424,17.87283207,0,1,0,0,0,0
"26/10/2022, 15:30",0.219638005,1.367656037,522.6864232,0,0,0,0,0,1
"26/10/2022, 15:45",2.468647957,3.471793538,40.63542469,0,0,0,1,0,0
"26/10/2022, 16:00",2.272623062,2.291425031,0.827324582,1,0,0,0,0,0
"26/10/2022, 16:15",4.979887009,2.383318001,52.14112295,0,0,0,0,0,1
"26/10/2022, 16:30",5.567079067,3.934688389,29.32221113,0,0,1,0,0,0
"26/10/2022, 16:45",2.53955698,2.368132631,6.750167466,1,0,0,0,0,0
"26/10/2022, 17:00",-1.526672006,2.974138772,-294.811902,1,0,0,0,0,0
"26/10/2022, 17:15",1.378718019,1.978984148,43.53799111,0,0,0,0,1,0
"26/10/2022, 17:30",4.660395145,2.227946938,52.19403357,0,0,0,0,0,1
"26/10/2022, 17:45",4.226597786,4.935206359,16.76546029,0,1,0,0,0,0
"26/10/2022, 18:00",4.62673378,2.23142781,51.7709919,0,0,0,0,0,1
"26/10/2022, 18:15",0.149380997,3.46527071,2219.753369,0,0,0,0,0,1
"26/10/2022, 18:30",0.484955013,1.761136389,263.1545899,0,0,0,0,0,1
"26/10/2022, 18:45",2.39239502,2.363284886,1.216777915,1,0,0,0,0,0
"26/10/2022, 19:00",3.665951014,1.959617195,46.54546154,0,0,0,0,1,0
"26/10/2022, 19:15",-1.58237195,2.644195703,-267.1032972,0,0,0,0,1,0
"26/10/2022, 19:30",0.656931996,2.534202668,285.7633185,0,0,0,0,0,1
"26/10/2022, 19:45",4.704919815,1.510571742,67.8937835,0,0,0,0,0,1
"26/10/2022, 20:00",-1.598871946,2.896345755,-281.1493261,0,0,0,0,0,1
"26/10/2022, 20:15",1.788310051,5.440950659,204.250969,0,0,0,0,0,1
"26/10/2022, 20:30",-1.565426946,4.771113262,-404.7803204,0,0,0,0,0,1
"26/10/2022, 20:45",2.228414059,3.226283783,44.77936763,0,0,0,0,1,0
"26/10/2022, 21:00",1.648394942,1.078501034,34.57265572,0,0,0,1,0,0
"26/10/2022, 21:15",4.386817932,3.133074646,28.57978848,0,0,1,0,0,0
"26/10/2022, 21:30",0.942228019,1.248516852,32.50686951,0,0,0,1,0,0
"26/10/2022, 21:45",-0.235767007,2.702480346,-1246.250436,0,0,0,1,0,0
"26/10/2022, 22:00",2.195573092,2.965650192,35.0740817,0,0,0,1,0,0
"26/10/2022, 22:15",0.64922303,3.94642877,507.8694975,0,0,0,0,0,1
"26/10/2022, 22:30",1.629132986,2.347071278,44.0687346,0,0,0,0,1,0
"26/10/2022, 22:45",-0.204565004,1.551159769,-858.2723041,0,0,0,0,1,0
"26/10/2022, 23:00",-0.126486003,1.957956399,-1647.962899,0,0,0,0,1,0
"26/10/2022, 23:15",0.803663015,-0.1763604,121.9445708,0,0,0,0,0,1
"26/10/2022, 23:30",0.956259012,1.665453219,74.16340119,0,0,0,0,0,1
"26/10/2022, 23:45",0.811254978,1.404623947,73.1421051,0,0,0,0,0,1
"27/10/2022, 00:00",6.244455814,2.2134247,64.55376152,0,0,0,0,0,1
"27/10/2022, 00:15",1.320881009,0.971455181,26.45399745,0,0,1,0,0,0
"27/10/2022, 00:30",2.901613951,0.44851405,84.54260086,0,0,0,0,0,1
"27/10/2022, 00:45",0.783423007,0.345925701,55.84432698,0,0,0,0,0,1
"27/10/2022, 01:00",0.163846999,0.296465444,80.94041756,0,0,0,0,0,1
"27/10/2022, 01:15",0.213636994,1.386466779,548.9825346,0,0,0,0,0,1
"27/10/2022, 01:30",0.006898,0.136579852,1879.992052,0,0,0,0,0,1
"27/10/2022, 01:45",0.061257001,0.850479898,1288.379915,0,0,0,0,0,1
"27/10/2022, 02:00",0.079231001,0.728537303,819.5104113,0,0,0,0,0,1
"27/10/2022, 02:15",0.095014997,0.682206994,617.9992799,0,0,0,0,0,1
"27/10/2022, 02:30",0.169137999,0.767606636,353.834526,0,0,0,0,0,1
"27/10/2022, 02:45",0.156155005,0.73543293,370.9634058,0,0,0,0,0,1
"27/10/2022, 03:00",0.077848002,0.273744595,251.6398464,0,0,0,0,0,1
"27/10/2022, 03:15",0.052707002,0.218503498,314.5625617,0,0,0,0,0,1
"27/10/2022, 03:30",0.04157,0.254490445,512.1973661,0,0,0,0,0,1
"27/10/2022, 03:45",0.10148,0.224553903,121.278974,0,0,0,0,0,1
"27/10/2022, 04:00",0.204715997,0.233241452,13.93416004,0,1,0,0,0,0
"27/10/2022, 04:15",0.168031007,0.243264497,44.77357575,0,0,0,0,1,0
"27/10/2022, 04:30",0.185288996,0.410074249,121.3160294,0,0,0,0,0,1
"27/10/2022, 04:45",0.262046993,0.445345408,69.94868087,0,0,0,0,0,1
"27/10/2022, 05:00",0.448249996,1.24913542,178.6693656,0,0,0,0,0,1
"27/10/2022, 05:15",-0.393927008,1.337269816,-439.4714728,0,0,0,0,0,1
"27/10/2022, 05:30",1.068797946,1.35622485,26.89253894,0,0,1,0,0,0
"27/10/2022, 05:45",2.83039403,0.30791007,89.12130019,0,0,0,0,0,1
"27/10/2022, 06:00",0.385390997,0.485345036,25.93574825,0,0,1,0,0,0
"27/10/2022, 06:15",6.566161156,3.280433512,50.04031376,0,0,0,0,1,0
"27/10/2022, 06:30",2.980675936,1.251704892,58.00600539,0,0,0,0,0,1
"27/10/2022, 06:45",-1.72558701,3.077599609,-278.3508795,0,0,0,0,0,1
"27/10/2022, 07:00",0.348906994,1.388558942,297.9739489,0,0,0,0,0,1
"27/10/2022, 07:15",0.394380003,2.709482917,587.023403,0,0,0,0,0,1
"27/10/2022, 07:30",1.927309036,1.433836698,25.60421442,0,0,1,0,0,0
"27/10/2022, 07:45",2.824373007,1.850029582,34.49768933,0,0,0,1,0,0
"27/10/2022, 08:00",2.43483305,3.95210104,62.31507289,0,0,0,0,0,1
"27/10/2022, 08:15",5.924417019,1.156449149,80.47995025,0,0,0,0,0,1
"27/10/2022, 08:30",0.995979011,1.693767178,70.06052932,0,0,0,0,0,1
"27/10/2022, 08:45",4.856773853,3.201729772,34.07702585,0,0,0,1,0,0
"27/10/2022, 09:00",0.869468987,1.365504327,57.05037763,0,0,0,0,0,1
"27/10/2022, 09:15",2.031601906,1.939556405,4.530685902,1,0,0,0,0,0
"27/10/2022, 09:30",3.361860991,2.107040572,37.32517264,0,0,0,1,0,0
"27/10/2022, 09:45",7.698079109,3.986842911,48.20989945,0,0,0,0,1,0
"27/10/2022, 10:00",0.061689999,3.26382708,5190.690764,0,0,0,0,0,1
"27/10/2022, 10:15",-1.070729971,1.751285362,-263.559946,0,0,0,0,0,1
"27/10/2022, 10:30",1.974331021,0.9256896,53.11375906,0,0,0,0,0,1
"27/10/2022, 10:45",5.859531879,3.077453578,47.47953179,0,0,0,0,1,0
"27/10/2022, 11:00",3.188730955,2.792562783,12.42400747,0,1,0,0,0,0
"27/10/2022, 11:15",-1.559177041,2.284185553,-246.4994348,0,1,0,0,0,0
"27/10/2022, 11:30",0.570976973,1.839519754,222.1705674,0,0,0,0,0,1
"27/10/2022, 11:45",-0.115189001,2.790961969,-2522.941379,0,0,0,0,0,1
"27/10/2022, 12:00",-0.142785996,3.158626664,-2312.140372,0,0,0,0,0,1
"27/10/2022, 12:15",1.305853009,2.420216182,85.33603439,0,0,0,0,0,1
"27/10/2022, 12:30",4.008122921,2.914628634,27.28195488,0,0,1,0,0,0
"27/10/2022, 12:45",1.906126022,5.563519609,191.8757493,0,0,0,0,0,1
"27/10/2022, 13:00",-1.325286984,3.218279201,-342.8363999,0,0,0,0,0,1
"27/10/2022, 13:15",3.897018909,3.454494613,11.35545672,0,1,0,0,0,0
"27/10/2022, 13:30",-3.646018982,1.050181806,-128.80352,0,1,0,0,0,0
"27/10/2022, 13:45",1.68878305,1.734400949,2.701229086,1,0,0,0,0,0
"27/10/2022, 14:00",0.877586007,3.708334267,322.560779,0,0,0,0,0,1
"27/10/2022, 14:15",-0.328429013,2.54222109,-874.0549676,0,0,0,0,0,1
"27/10/2022, 14:30",0.245266005,0.4237675,72.77873466,0,0,0,0,0,1
"27/10/2022, 14:45",-0.287809014,2.414707272,-938.996402,0,0,0,0,0,1
"27/10/2022, 15:00",6.719168186,2.184638289,67.48647707,0,0,0,0,0,1
"27/10/2022, 15:15",1.518623948,1.514267632,0.28685941,1,0,0,0,0,0
"27/10/2022, 15:30",-0.194635004,2.283303692,-1273.120787,1,0,0,0,0,0
"27/10/2022, 15:45",8.890080452,2.211011857,75.12945053,0,0,0,0,0,1
"27/10/2022, 16:00",-1.666900039,3.167871505,-290.0456795,0,0,0,0,0,1
"27/10/2022, 16:15",1.716181993,4.077615541,137.5980845,0,0,0,0,0,1
"27/10/2022, 16:30",2.486613989,3.957915121,59.1688593,0,0,0,0,0,1
"27/10/2022, 16:45",1.217105031,3.279886964,169.482656,0,0,0,0,0,1
"27/10/2022, 17:00",1.938611031,2.94881216,52.10953166,0,0,0,0,0,1
"27/10/2022, 17:15",-2.581708908,2.33304866,-190.3683855,0,0,0,0,0,1
"27/10/2022, 17:30",-1.914646983,3.901054147,-303.7479589,0,0,0,0,0,1
"27/10/2022, 17:45",3.627846956,3.322855311,8.406960058,1,0,0,0,0,0
"27/10/2022, 18:00",-0.399259001,2.821101367,-806.5842875,1,0,0,0,0,0
"27/10/2022, 18:15",2.149954081,1.364057009,36.5541329,0,0,0,1,0,0
"27/10/2022, 18:30",0.699681997,1.446423525,106.7258456,0,0,0,0,0,1
"27/10/2022, 18:45",7.157511234,3.424305231,52.15787837,0,0,0,0,0,1
"27/10/2022, 19:00",-2.153688908,1.8906322,-187.7857611,0,0,0,0,0,1
"27/10/2022, 19:15",-1.103870988,2.586022967,-334.2685871,0,0,0,0,0,1
"27/10/2022, 19:30",0.120131999,2.308810914,1821.895026,0,0,0,0,0,1
"27/10/2022, 19:45",5.855133057,2.992595288,48.88937179,0,0,0,0,1,0
"27/10/2022, 20:00",8.208415031,2.426596892,70.43769251,0,0,0,0,0,1
"27/10/2022, 20:15",1.203281045,1.950866997,62.12895612,0,0,0,0,0,1
"27/10/2022, 20:30",5.012193203,2.197752738,56.15187506,0,0,0,0,0,1
"27/10/2022, 20:45",4.218039036,3.12808705,25.84025366,0,0,1,0,0,0
"27/10/2022, 21:00",1.51353097,3.319137168,119.297605,0,0,0,0,0,1
"27/10/2022, 21:15",0.533217013,2.150836016,303.3697282,0,0,0,0,0,1
"27/10/2022, 21:30",3.77798295,1.888049501,50.02493325,0,0,0,0,1,0
"27/10/2022, 21:45",6.118900776,1.320880912,78.4131013,0,0,0,0,0,1
"27/10/2022, 22:00",2.498963118,2.741522437,9.70639853,1,0,0,0,0,0
"27/10/2022, 22:15",-1.434653997,2.724879056,-289.9328383,1,0,0,0,0,0
"27/10/2022, 22:30",1.079849005,1.222578061,13.21750124,0,1,0,0,0,0
"27/10/2022, 22:45",0.513813019,1.501883492,192.3015642,0,0,0,0,0,1
"27/10/2022, 23:00",2.799833059,1.527509007,45.4428541,0,0,0,0,1,0
"27/10/2022, 23:15",5.640089035,0.862014736,84.71629205,0,0,0,0,0,1
"27/10/2022, 23:30",-1.072751999,0.826591317,-177.0533467,0,0,0,0,0,1
"27/10/2022, 23:45",2.527050972,1.613423169,36.15391274,0,0,0,1,0,0
"28/10/2022, 00:00",0.412734985,3.357319499,713.4322559,0,0,0,0,0,1
"28/10/2022, 00:15",0.28768,1.218310809,323.4951366,0,0,0,0,0,1
"28/10/2022, 00:30",0.148488998,1.109983093,647.5187443,0,0,0,0,0,1
"28/10/2022, 00:45",5.773575783,0.623295207,89.20434701,0,0,0,0,0,1
"28/10/2022, 01:00",0.108786002,0.256078603,135.3966491,0,0,0,0,0,1
"28/10/2022, 01:15",0.09025,0.280594498,210.9080311,0,0,0,0,0,1
"28/10/2022, 01:30",0.079253003,0.238480653,200.910557,0,0,0,0,0,1
"28/10/2022, 01:45",0.059409,0.172863851,190.9724973,0,0,0,0,0,1
"28/10/2022, 02:00",0.135821998,0.163605048,20.4554863,0,1,0,0,0,0
"28/10/2022, 02:15",0.064882003,0.1947233,200.1191257,0,0,0,0,0,1
"28/10/2022, 02:30",-0.004134,0.157235452,-3903.470057,0,0,0,0,0,1
"28/10/2022, 02:45",0.003855,0.236862002,6044.280208,0,0,0,0,0,1
"28/10/2022, 03:00",0.058835998,0.155855401,164.8980326,0,0,0,0,0,1
"28/10/2022, 03:15",0.043411002,0.197958604,356.0102169,0,0,0,0,0,1
"28/10/2022, 03:30",0.136856005,0.195007606,42.49108441,0,0,0,0,1,0
"28/10/2022, 03:45",0.085060999,0.220706949,159.4690301,0,0,0,0,0,1
"28/10/2022, 04:00",0.030890999,0.269120652,771.1943963,0,0,0,0,0,1
"28/10/2022, 04:15",0.08788,0.269851948,207.0686712,0,0,0,0,0,1
"28/10/2022, 04:30",0.139219001,0.296226593,112.7774159,0,0,0,0,0,1
"28/10/2022, 04:45",0.320997,0.460061395,43.32264616,0,0,0,0,1,0
"28/10/2022, 05:00",0.937044978,0.787898547,15.91667795,0,1,0,0,0,0
"28/10/2022, 05:15",0.341053993,1.191722958,249.4235465,0,0,0,0,0,1
"28/10/2022, 05:30",0.669937015,0.85039779,26.93697623,0,0,1,0,0,0
"28/10/2022, 05:45",-0.305079997,0.87711117,-387.5020252,0,0,1,0,0,0
"28/10/2022, 06:00",-0.852654994,1.404853377,-264.7622293,0,0,1,0,0,0
"28/10/2022, 06:15",3.276809931,2.290859246,30.08873586,0,0,1,0,0,0
"28/10/2022, 06:30",4.741138935,1.474555587,68.89870541,0,0,0,0,0,1
"28/10/2022, 06:45",1.420042038,2.119020406,49.22237151,0,0,0,0,1,0
"28/10/2022, 07:00",-3.338726044,0.388539177,-111.6373483,0,0,0,0,1,0
"28/10/2022, 07:15",-1.03610003,1.851807279,-278.7286193,0,0,0,0,1,0
"28/10/2022, 07:30",1.157711983,2.9611107,155.7726571,0,0,0,0,0,1
"28/10/2022, 07:45",-0.619731009,0.847171956,-236.6999462,0,0,0,0,0,1
"28/10/2022, 08:00",-0.619731009,2.559248573,-512.9611937,0,0,0,0,0,1
"28/10/2022, 08:15",-0.668645978,2.881007028,-530.87181,0,0,0,0,0,1
"28/10/2022, 08:30",-3.368721008,3.411324078,-201.264666,0,0,0,0,0,1
"28/10/2022, 08:45",-0.794852018,2.492496675,-413.5799644,0,0,0,0,0,1
"28/10/2022, 09:00",-1.217000008,1.669930359,-237.2169555,0,0,0,0,0,1
"28/10/2022, 09:15",-0.524406016,2.034173602,-487.9005084,0,0,0,0,0,1
"28/10/2022, 09:30",3.796822071,2.710958287,28.59928023,0,0,1,0,0,0
"28/10/2022, 09:45",1.343768001,5.055293444,276.2028445,0,0,0,0,0,1
"28/10/2022, 10:00",-2.222368002,1.507720941,-167.8429918,0,0,0,0,0,1
"28/10/2022, 10:15",1.386268973,0.676024443,51.23425135,0,0,0,0,0,1
"28/10/2022, 10:30",1.225908041,1.606501861,31.04587025,0,0,0,1,0,0
"28/10/2022, 10:45",2.310966015,2.99838587,29.74599586,0,0,1,0,0,0
"28/10/2022, 11:00",2.542572021,4.437006807,74.50859879,0,0,0,0,0,1
"28/10/2022, 11:15",2.636113882,1.893497969,28.17085855,0,0,1,0,0,0
"28/10/2022, 11:30",-0.122744001,1.709517479,-1492.75033,0,0,1,0,0,0
"28/10/2022, 11:45",3.138339043,0.286512008,90.87058459,0,0,0,0,0,1
"28/10/2022, 12:00",0.886952996,4.034461454,354.8675603,0,0,0,0,0,1
"28/10/2022, 12:15",3.245600939,3.154015741,2.821825607,1,0,0,0,0,0
"28/10/2022, 12:30",-1.792494059,3.467404847,-293.4402421,1,0,0,0,0,0
"28/10/2022, 12:45",2.154412985,4.574933576,112.3517454,0,0,0,0,0,1
"28/10/2022, 13:00",-2.134593964,1.473523659,-169.0306299,0,0,0,0,0,1
"28/10/2022, 13:15",6.627229214,2.850279569,56.99138392,0,0,0,0,0,1
"28/10/2022, 13:30",3.888510942,1.493984746,61.57951545,0,0,0,0,0,1
"28/10/2022, 13:45",-1.028956056,2.193207324,-313.1487842,0,0,0,0,0,1
"28/10/2022, 14:00",1.808280945,2.28833794,26.5476997,0,0,1,0,0,0
"28/10/2022, 14:15",0.112190001,3.202873224,2754.865136,0,0,0,0,0,1
"28/10/2022, 14:30",3.515660048,1.145365246,67.42104667,0,0,0,0,0,1
"28/10/2022, 14:45",-3.462528944,2.478802331,-171.5893606,0,0,0,0,0,1
"28/10/2022, 15:00",0.083577,2.828331774,3284.103012,0,0,0,0,0,1
"28/10/2022, 15:15",1.82543695,2.694572735,47.61247901,0,0,0,0,1,0
"28/10/2022, 15:30",2.606487036,1.590540513,38.97761659,0,0,0,1,0,0
"28/10/2022, 15:45",-0.159797996,5.014720524,-3238.162336,0,0,0,1,0,0
"28/10/2022, 16:00",-0.159797996,2.372223657,-1584.514022,0,0,0,1,0,0
"28/10/2022, 16:15",-0.159797996,3.445766443,-2256.326443,0,0,0,1,0,0
"28/10/2022, 16:30",-0.159797996,4.100298133,-2665.925879,0,0,0,1,0,0
"28/10/2022, 16:45",-0.159797996,3.237359596,-2125.907506,0,0,0,1,0,0
"28/10/2022, 17:00",-0.159797996,2.420492032,-1614.719892,0,0,0,1,0,0
"28/10/2022, 17:15",4.755610943,1.503599185,68.38262838,0,0,0,0,0,1
"28/10/2022, 17:30",1.140174031,2.510136786,120.153829,0,0,0,0,0,1
"28/10/2022, 17:45",0.876700997,4.305356958,391.0861255,0,0,0,0,0,1
"28/10/2022, 18:00",4.447422981,1.942948025,56.31294721,0,0,0,0,0,1
"28/10/2022, 18:15",-0.797250986,2.474248379,-410.3474843,0,0,0,0,0,1
"28/10/2022, 18:30",1.235509992,-0.033852604,102.7399701,0,0,0,0,0,1
"28/10/2022, 18:45",-0.015657,1.87980355,-12106.15412,0,0,0,0,0,1
"28/10/2022, 19:00",1.218778968,2.180322522,78.89400614,0,0,0,0,0,1
"28/10/2022, 19:15",3.009650946,2.066374517,31.34172189,0,0,0,1,0,0
"28/10/2022, 19:30",6.489807129,2.743827847,57.72096471,0,0,0,0,0,1
"28/10/2022, 19:45",0.602702022,3.734952873,519.7014008,0,0,0,0,0,1
"28/10/2022, 20:00",0.81358403,3.466511762,326.0791306,0,0,0,0,0,1
"28/10/2022, 20:15",4.846149921,4.469513893,7.77186084,1,0,0,0,0,0
"28/10/2022, 20:30",2.708525896,2.729649621,0.779897478,1,0,0,0,0,0
"28/10/2022, 20:45",3.995978117,4.521087992,13.14095973,0,1,0,0,0,0
"28/10/2022, 21:00",6.119371891,1.380123573,77.44664652,0,0,0,0,0,1
"28/10/2022, 21:15",1.991255045,3.33812047,67.63902133,0,0,0,0,0,1
"28/10/2022, 21:30",0.726043999,1.833295187,152.5046953,0,0,0,0,0,1
"28/10/2022, 21:45",0.473854989,2.748906591,480.1155744,0,0,0,0,0,1
"28/10/2022, 22:00",0.584867001,2.034885916,247.9228462,0,0,0,0,0,1
"28/10/2022, 22:15",2.714436054,2.627649692,3.197215203,1,0,0,0,0,0
"28/10/2022, 22:30",1.09313798,1.973296809,80.51671842,0,0,0,0,0,1
"28/10/2022, 22:45",1.492689013,0.782353217,47.58766157,0,0,0,0,1,0
"28/10/2022, 23:00",0.639086008,1.89078488,195.8576556,0,0,0,0,0,1
"28/10/2022, 23:15",0.596855998,1.562185959,161.7358231,0,0,0,0,0,1
"28/10/2022, 23:30",-0.913410008,0.867310713,-194.9530556,0,0,0,0,0,1
"28/10/2022, 23:45",3.012499094,2.819860259,6.394652058,1,0,0,0,0,0
"29/10/2022, 00:00",2.548233986,0.471344894,81.50307637,0,0,0,0,0,1
